X,Y
1365,113.9146
1366,113.6793
1367,113.7287
1368,113.7732
1369,113.8975
1370,114.0009
1371,113.6575
1372,113.9867
1373,113.6565
1374,113.6120
1375,113.3757
1376,113.3956
1377,113.3473
1378,113.3387
1379,112.9877
1380,112.7429
1381,112.5218
1382,111.8824
1383,111.6433
1384,110.9013
1385,110.7343
1386,110.0655
1387,109.6176
1388,108.8406
1389,108.3150
1390,107.7419
1391,107.1319
1392,106.6091
1393,106.0171
1394,105.1765
1395,104.4440
1396,103.7343
1397,102.9696
1398,101.9981
1399,101.5693
1400,100.3340
1401,99.7334
1402,99.0835
1403,97.8824
1404,97.2647
1405,96.4981
1406,95.6271
1407,94.9326
1408,93.9867
1409,93.1964
1410,92.3121
1411,91.6594
1412,90.9364
1413,89.9782
1414,89.1176
1415,88.4051
1416,87.6575
1417,86.8188
1418,86.0313
1419,85.2562
1420,84.5123
1421,83.5655
1422,82.5512
1423,81.7856
