35.489	873.114	572.529
35.525	873.781	572.540
35.765	873.679	572.429
35.305	873.406	572.878
35.061	873.419	572.225
35.072	873.358	572.512
35.404	872.945	572.552
35.563	873.446	572.648
34.981	873.248	572.625
35.052	873.098	571.948
35.241	873.087	573.383
35.292	873.737	572.749
35.054	873.260	573.179
35.334	872.945	573.056
35.334	873.028	572.636
35.382	872.934	572.502
35.200	872.998	573.094
35.121	873.279	573.124
35.096	872.547	572.819
35.211	872.783	572.853
35.594	873.004	572.981
35.293	873.068	572.706
35.441	872.892	572.839
35.406	872.696	573.126
35.136	873.190	572.666
35.346	873.014	572.598
35.305	873.478	572.812
35.376	873.199	572.323
35.512	872.832	571.872
35.209	873.541	571.822
35.309	874.071	572.414
35.293	872.810	572.724
35.411	873.023	573.297
35.487	873.423	572.505
35.324	873.018	572.989
35.083	873.283	572.406
35.419	873.241	572.099
35.068	873.323	572.118
35.291	873.014	572.448
35.123	872.765	572.888
35.277	873.685	572.679
35.180	874.803	573.086
35.237	874.024	572.797
35.219	873.374	572.854
35.059	873.383	573.163
35.701	872.697	572.980
35.440	872.711	573.351
35.392	873.008	573.212
35.192	873.632	573.026
34.884	873.698	572.393
34.963	873.990	572.801
35.308	873.872	573.351
34.703	873.451	573.781
35.315	873.602	573.152
35.461	873.359	572.477
35.302	872.652	571.716
35.310	872.447	572.171
35.577	872.392	572.025
34.789	873.732	572.251
35.215	873.270	572.131
35.219	872.857	573.157
35.213	873.654	572.643
35.441	873.021	572.867
35.501	872.547	573.085
35.225	873.406	572.216
35.273	873.489	572.329
34.951	873.195	572.758
35.226	872.800	572.704
35.064	873.196	572.500
35.434	874.051	572.079
35.318	873.584	572.354
35.185	873.901	572.659
35.080	873.472	573.774
35.383	873.142	573.749
35.510	873.037	573.078
35.297	872.731	573.167
35.738	872.876	572.686
35.136	873.201	572.449
35.354	872.873	572.579
35.544	872.675	572.892
35.585	873.280	572.120
35.344	872.649	572.468
34.979	872.868	573.909
35.074	873.253	572.564
35.294	873.312	572.563
35.410	873.108	573.177
35.129	873.396	572.752
35.420	873.014	572.360
35.111	873.327	572.278
35.221	872.941	572.660
35.317	873.068	572.816
35.034	873.587	572.265
35.597	873.948	572.568
35.237	873.676	573.229
35.156	873.772	572.553
35.037	873.633	572.866
35.421	873.158	573.313
35.084	872.896	572.274
34.861	872.972	573.086
35.411	873.078	572.983
34.954	873.747	572.356
35.052	873.306	572.739
35.378	873.584	572.740
35.237	873.387	573.135
35.803	873.273	572.324
35.118	873.064	572.534
35.366	873.142	572.977
35.496	873.475	572.580
35.302	873.293	572.753
35.221	872.689	573.215
35.137	872.812	572.871
35.284	873.728	572.544
35.203	872.837	572.763
35.540	873.118	573.479
34.947	873.247	572.936
35.321	872.448	573.081
35.010	873.237	573.135
35.177	873.192	572.384
35.521	872.535	571.839
35.256	873.313	572.544
35.168	874.101	571.901
35.049	873.418	572.699
35.451	873.179	572.858
35.449	873.001	573.161
35.430	873.068	573.013
35.152	872.586	573.341
35.093	873.585	572.411
35.041	874.100	572.068
35.350	873.343	571.977
35.394	873.661	571.812
35.113	873.937	572.775
35.423	873.589	572.711
35.066	874.019	572.794
35.571	873.245	573.158
35.412	873.320	572.779
34.642	873.240	573.487
35.105	873.397	572.539
35.184	873.339	573.195
35.375	873.613	572.631
35.618	873.684	572.996
35.279	873.289	572.996
35.633	872.272	573.137
34.991	873.079	573.012
35.478	872.662	573.144
35.102	873.197	573.011
34.914	873.086	572.232
35.114	873.553	572.651
35.526	873.379	573.718
35.498	873.589	573.190
35.291	873.351	573.654
35.403	873.551	573.418
35.184	873.419	573.008
35.319	873.291	572.419
35.138	873.359	572.469
35.365	872.737	572.356
35.046	873.511	572.774
35.572	873.278	573.483
35.464	873.328	572.637
35.382	873.039	572.661
35.254	872.996	573.002
35.221	872.872	573.168
35.301	873.193	572.944
35.123	873.601	572.661
35.088	873.371	573.118
35.361	872.680	573.512
35.060	872.890	573.616
35.053	872.667	573.384
35.243	872.858	572.927
34.963	873.679	573.107
35.501	873.689	572.526
35.303	873.114	573.563
34.928	873.234	573.408
35.444	873.039	572.361
35.029	872.479	573.453
35.277	872.473	572.229
35.014	873.044	572.031
35.198	872.892	573.244
35.355	873.081	572.829
35.058	873.360	573.239
35.072	872.835	573.637
35.250	872.476	573.211
35.453	872.241	573.381
35.397	873.102	572.997
35.278	873.146	572.595
35.688	872.931	572.830
35.472	873.345	572.880
35.397	872.575	573.364
35.449	872.755	573.140
35.249	873.079	572.549
35.201	873.058	572.877
35.111	873.136	572.649
35.568	872.488	573.029
35.556	872.489	572.203
35.133	872.426	572.822
34.796	873.295	573.103
35.102	873.410	572.624
35.399	873.506	572.386
35.109	873.157	572.964
35.435	872.794	573.296
35.310	873.093	572.885
35.564	874.070	571.900
35.457	873.730	571.744
35.075	872.949	572.760
35.112	873.629	571.797
34.998	872.772	573.189
35.115	873.001	572.898
35.416	872.411	573.175
35.341	872.905	572.851
35.279	873.382	572.643
35.307	873.575	572.256
35.295	872.985	573.263
35.401	872.988	573.185
34.968	873.044	572.379
35.455	873.409	572.057
35.283	872.686	572.544
35.543	872.406	573.456
35.317	872.843	572.936
35.438	872.984	572.937
35.197	873.436	572.701
35.163	873.635	572.639
35.376	873.986	572.589
35.339	873.314	574.143
35.359	872.841	573.609
35.221	873.385	572.657
35.261	872.833	572.915
35.134	872.628	573.376
35.369	872.593	573.130
35.461	873.159	572.907
35.470	873.533	572.812
35.165	873.421	572.874
35.817	873.196	572.733
35.359	872.718	572.680
35.060	873.809	572.425
35.070	873.322	572.766
35.228	873.722	572.430
35.421	873.256	572.933
35.312	873.194	572.772
34.966	873.256	573.015
35.027	873.452	572.719
35.120	872.343	572.326
35.315	872.744	571.881
35.688	873.060	572.178
35.398	872.887	572.670
35.110	872.997	573.848
35.493	872.979	573.733
35.050	873.355	573.539
35.237	874.124	572.877
35.443	874.179	571.958
35.566	873.849	572.105
35.055	873.247	572.508
34.813	873.252	571.904
35.561	873.597	571.893
35.246	873.498	572.237
35.327	873.273	571.661
35.445	872.948	572.525
35.526	873.100	572.323
35.272	873.129	572.231
34.726	874.105	572.454
34.930	873.144	572.749
35.698	872.709	573.166
35.283	873.672	572.270
35.027	873.165	572.945
35.430	872.926	572.965
35.390	873.327	572.593
35.267	872.806	573.021
35.305	873.054	573.206
35.171	873.622	572.632
35.238	874.468	572.595
35.426	874.159	572.215
35.023	873.368	573.331
35.220	873.277	573.732
35.414	872.395	574.050
35.600	873.289	572.788
35.363	873.227	572.506
35.150	872.621	572.775
35.504	873.024	573.078
35.225	873.227	573.063
35.128	873.649	572.885
35.439	873.094	572.806
35.551	872.985	572.794
35.065	873.040	573.048
35.491	872.846	572.374
35.043	873.482	572.751
35.350	873.262	572.856
35.004	873.036	573.462
35.023	872.621	573.491
35.351	873.307	572.305
35.147	872.859	572.864
35.214	873.560	573.307
35.205	873.964	572.523
35.253	873.342	573.480
35.422	872.303	572.803
35.762	872.432	572.770
35.469	873.230	572.972
35.298	873.875	571.692
34.942	873.636	572.257
35.116	873.426	572.938
35.438	872.532	573.672
35.426	872.929	573.991
35.347	873.266	573.229
35.013	873.408	572.537
35.641	872.851	572.311
35.230	872.436	572.431
35.185	871.724	572.791
